player_id, player_name                  , team_id
185, Sohail Tanvir                ,80
186, Hasan Ali                    ,80
187, N Pooran                     ,28
188, Mohammad Amir                ,80
189, Rumman Raees                 ,80
190, MJ Guptill                   ,24
191, LRPL Taylor                  ,24
192, DA Warner                    ,14
193, DJM Short                    ,14
194, CA Lynn                      ,14
195, GJ Maxwell                   ,14
196, AT Carey                     ,14
197, MP Stoinis                   ,14
198, AC Agar                      ,14
199, KW Richardson                ,14
200, JM Vince                     ,64
201, MS Chapman                   ,24
202, TL Seifert                   ,24
203, Waqas Khan                   ,54
204, Waqas Barkat                 ,54
205, HG Munsey                    ,49
206, KJ Coetzer                   ,49
207, CS MacLeod                   ,49
208, RD Berrington                ,49
209, CD Wallace                   ,49
210, CD de Lange                  ,49
211, MH Cross                     ,49
212, SM Sharif                    ,49
213, JH Davey                     ,49
214, MRJ Watt                     ,49
215, BTJ Wheal                    ,49
216, SJ Myburgh                   ,62
217, MJG Rippon                   ,62
218, BN Cooper                    ,62
219, W Barresi                    ,62
220, RE van der Merwe             ,62
221, PW Borren                    ,62
222, MP O'Dowd                    ,62
223, Ahsan Malik                  ,62
224, PA van Meekeren              ,62
225, T van der Gugten             ,62
226, PM Seelaar                   ,62
227, A Poulose                    ,42
228, Zeeshan Maqsood              ,42
229, Aqib Ilyas                   ,42
230, Khawar Ali                   ,42
231, AV Lalcheta                  ,42
232, Khurram Nawaz                ,42
233, Sultan Ahmed                 ,42
234, Naseem Khushi                ,42
235, Bilal Khan                   ,42
236, Kaleemullah                  ,42
237, Mohammad Nadeem              ,42
238, Mehran Khan                  ,42
239, TP Visee                     ,62
240, PR Stirling                  ,11
241, SW Poynter                   ,11
242, GC Wilson                    ,11
243, GH Dockrell                  ,11
244, WB Rankin                    ,11
245, Rohan Mustafa                ,19
246, Ghulam Shabber               ,19
247, Shaiman Anwar                ,19
248, Mohammad Shahzad             ,19
249, Rameez Shahzad               ,19
250, Muhammad Usman               ,19
251, Amjad Javed                  ,19
252, Ahmed Raza                   ,19
253, Mohammad Naveed              ,19
254, Imran Haider                 ,19
255, Zahoor Khan                  ,19
256, MA Leask                     ,49
257, CB Sole                      ,49
258, R Frylinck                   ,10
259, AM Phangiso                  ,10
260, BE Hendricks                 ,10
261, Mushfiqur Rahim              ,66
262, Mohammad Saifuddin           ,66
263, Mehedi Hasan Miraz           ,66
264, Shafiul Islam                ,66
265, Liton Das                    ,66
266, Kamran Akmal                 ,80
267, Ahmed Shehzad                ,80
268, Mohammad Hafeez              ,80
269, Shadab Khan                  ,80
270, JO Holder                    ,28
271, Fakhar Zaman                 ,80
272, MDKJ Perera                  ,4
273, NLTC Perera                  ,4
274, JN Mohammed                  ,28
275, TP Ura                       ,9
276, VV Morea                     ,9
277, L Siaka                      ,9
278, A Vala                       ,9
279, S Bau                        ,9
280, MD Dai                       ,9
281, JNT Vare                     ,9
282, JB Reva                      ,9
283, N Vanua                      ,9
284, A Nao                        ,9
285, WT Gavera                    ,9
286, Mohammed Qasim               ,19
287, Sultan Ahmed                 ,19
288, CA Soper                     ,9
289, D Bau                        ,9
290, L Sreekumar                  ,19
291, Adnan Mufti                  ,19
292, S Dhawan                     ,47
293, KD Karthik                   ,47
294, Kuldeep Yadav                ,47
295, AD Mathews                   ,4
296, SMA Priyanjan                ,4
297, I Udana                      ,4
298, A Dananjaya                  ,4
299, AK Kitchen                   ,24
300, DAJ Bracewell                ,24
301, SHA Rance                    ,24
302, SD Hope                      ,28
303, SO Hetmyer                   ,28
304, SS Cottrell                  ,28
305, RR Emrit                     ,28
306, Umar Amin                    ,80
307, Haris Sohail                 ,80
308, Faheem Ashraf                ,80
309, Aamer Yamin                  ,80
310, Sohail Khan                  ,80
311, Tamim Iqbal                  ,31
312, HM Amla                      ,31
313, TD Paine                     ,31
314, F du Plessis                 ,31
315, DA Miller                    ,31
316, GD Elliott                   ,31
317, NLTC Perera                  ,31
318, DJG Sammy                    ,31
319, BCJ Cutting                  ,31
320, M Morkel                     ,31
321, Imran Tahir                  ,31
322, Usman Shinwari               ,80
323, PD Collingwood               ,31
324, S Badree                     ,31
325, GJ Bailey                    ,31
326, DT Christian                 ,14
327, NM Coulter-Nile              ,14
328, JP Behrendorff               ,14
329, MJ Swepson                   ,14
330, UT Yadav                     ,47
331, JT Ball                      ,64
332, DL Chahar                    ,47
333, S Kaul                       ,47
334, SS Iyer                      ,47
335, TWM Latham                   ,24
336, HM Nicholls                  ,24
337, AF Milne                     ,24
338, Mohammed Siraj               ,47
339, MD Gunathilaka               ,4
340, S Samarawickrama             ,4
341, ML Udawatte                  ,4
342, SS Pathirana                 ,4
343, PC de Silva                  ,4
344, H Klaasen                    ,10
345, CJ Dala                      ,10
346, SN Thakur                    ,47
347, C Jonker                     ,10
348, PVD Chameera                 ,4
349, MVT Fernando                 ,4
350, N Pradeep                    ,4
351, Washington Sundar            ,47
352, Hussain Talat                ,80
353, Asif Ali                     ,80
354, DE Budge                     ,49
355, AC Evans                     ,49
356, Hamza Tahir                  ,49
357, Zakir Hasan                  ,66
358, Afif Hossain                 ,66
359, Ariful Haque                 ,66
360, Nazmul Islam                 ,66
361, LD Chandimal                 ,4
362, BMAJ Mendis                  ,4
363, DSK Madushanka               ,4
364, MA Aponso                    ,4
365, Mohammad Mithun              ,66
366, Mahedi Hasan                 ,66
367, Abu Jayed                    ,66
368, V Shankar                    ,47
369, RAS Lakmal                   ,4
370, Abu Hider                    ,66
371, D Ramdin                     ,28
372, KMA Paul                     ,28
373, V Permaul                    ,28
374, OF Smith                     ,28
375, AM McCarthy                  ,28
376, Shaheen Shah Afridi          ,80
377, JL Denly                     ,64
378, DM de Silva                  ,4
379, PHKD Mendis                  ,4
380, A Balbirnie                  ,11
381, Simi Singh                   ,11
382, SR Thompson                  ,11
383, PKD Chase                    ,11
384, L Ronchi                     ,31
385, SW Billings                  ,31
386, KD Karthik                   ,31
387, Shoaib Malik                 ,31
388, Shahid Afridi                ,31
389, Rashid Khan                  ,31
390, MJ McClenaghan               ,31
391, S Lamichhane                 ,31
392, TS Mills                     ,31
393, RN ten Doeschate             ,62
394, SA Edwards                   ,62
395, S Snater                     ,62
396, HC Overdijk                  ,62
397, FJ Klaassen                  ,62
398, AK Sah                       ,34
399, G Malla                      ,34
400, P Khadka                     ,34
401, Aarif Sheikh                 ,34
402, DS Airee                     ,34
403, Sompal Kami                  ,34
404, B Regmi                      ,34
405, Karan KC                     ,34
406, S Lamichhane                 ,34
407, LN Rajbanshi                 ,34
408, S Vesawkar                   ,34
409, Saqib Zulfiqar               ,62
410, BFW de Leede                 ,62
411, Sikander Zulfiqar            ,62
412, BJ McCarthy                  ,11
413, SG Whittingham               ,49
414, K Rabada                     ,10
415, L Ngidi                      ,10
416, CAK Rajitha                  ,4
417, SF Mire                      ,82
418, TK Musakanda                 ,82
419, RP Burl                      ,82
420, TS Chisoro                   ,82
421, B Muzarabani                 ,82
422, J Nyumbu                     ,82
423, KM Jarvis                    ,82
424, NJ Maddinson                 ,14
425, CB Mpofu                     ,82
426, C Zhuwao                     ,82
427, WP Masakadza                 ,82
428, B Mavuta                     ,82
429, JD Wildermuth                ,14
430, Sahibzada Farhan             ,80
431, GL Cloete                    ,10
432, HE van der Dussen            ,10
433, BRM Taylor                   ,82
434, SC Williams                  ,82
435, Mohammad Rizwan              ,80
436, JN Malan                     ,10
437, L Sipamla                    ,10
438, WIA Fernando                 ,4
439, AK Perera                    ,4
440, JDF Vandersay                ,4
441, DW Steyn                     ,10
442, AK Markram                   ,10
443, S Qeshile                    ,10
444, BR McDermott                 ,14
445, KH Pandya                    ,47
446, KK Ahmed                     ,47
447, MA Starc                     ,14
448, Imam-ul-Haq                  ,80
449, Mohammad Hasnain             ,80
450, BM Duckett                   ,64
451, BT Foakes                    ,64
452, JC Archer                    ,64
453, DM Bravo                     ,28
454, FA Allen                     ,28
455, O Thomas                     ,28
456, SE Rutherford                ,28
457, DJ Mitchell                  ,24
458, SC Kuggeleijn                ,24
459, BM Tickner                   ,24
460, CBRLS Kumara                 ,4
461, MR Marsh                     ,14
462, NM Lyon                      ,14
463, AY Patel                     ,24
464, Waqas Maqsood                ,80
465, K Pierre                     ,28
466, D Bishoo                     ,28
467, OC McCoy                     ,28
468, JD Campbell                  ,28
469, Ashfaq Ahmed                 ,19
470, Chirag Suri                  ,19
471, Amir Hayat                   ,19
472, M Markande                   ,47
473, PSP Handscomb                ,14
474, CR Ervine                    ,82
475, MR Adair                     ,11
476, GJ Delany                    ,11
477, SC Getkate                   ,11
478, TE Kane                      ,11
479, CP Rizwan                    ,19
480, Mohammad Boota               ,19
481, PS Airee                     ,34
482, S Jora                       ,34
483, RK Paudel                    ,34
484, A Bohara                     ,34
485, P Sarraf                     ,34
486, B Bhandari                   ,34
487, RAJ Smith                    ,49
488, Jatinder Singh               ,42
489, Aamir Kaleem                 ,42
490, Fayyaz Butt                  ,42
491, Jay Odedra                   ,42
492, Sandeep Goud                 ,42
493, Wasim Ali                    ,42
494, Sufyan Mehmood               ,42
495, A Neill                      ,49
496, CJA Amini                    ,9
497, J Kila                       ,9
498, K Doriga                     ,9
499, D Ravu                       ,9
500, JH Kiani                     ,25
501, R Goodwin                    ,25
502, J Hill                       ,25
503, Karweng NG                   ,25
504, HER Tyler                    ,25
505, MP Biddappa                  ,25
506, Kuldeep Singh                ,25
507, DC Smith                     ,25
508, GR Russ                      ,25
509, R Mahajan                    ,25
510, Surinder Singh               ,25
511, J Rasu                       ,95
512, A Mansale                    ,95
513, N Nipiko                     ,95
514, G Kaltongga                  ,95
515, J Dunn                       ,95
516, R Tari                       ,95
517, J Vira                       ,95
518, SH Obed                      ,95
519, W Nalisa                     ,95
520, CC Blake                     ,95
521, JW Chilia                    ,95
522, N Pokana                     ,9
523, J Long                       ,25
524, Vimal Kumar                  ,25
525, ZK Shem                      ,95
526, C Tommy                      ,95
527, W Viraliliu                  ,95
528, JS Malhotra                  ,17
529, XM Marshall                  ,17
530, SR Taylor                    ,17
531, MD Patel                     ,17
532, KRP Silva                    ,17
533, HR Walsh                     ,17
534, Aaron Jones                  ,17
535, Jasdeep Singh                ,17
536, TK Patel                     ,17
537, SN Netravalkar               ,17
538, EH Hutchinson                ,17
539, Abdul Shakoor                ,19
540, D Weston                     ,53
541, VB Chikkannaiah              ,53
542, Mudassar Muhammad            ,53
543, R Pillai                     ,53
544, Amir Mangal                  ,53
545, Ahmed Wardak                 ,53
546, Sahir Naqash                 ,53
547, Abdul-Shakoor Rahimzei       ,53
548, Muslim Yar                   ,53
549, Asad Mohammad                ,53
550, Izatullah Dawlatzai          ,53
551, GP Meade                     ,99
552, BBJL Perera                  ,99
553, NA Maiolo                    ,99
554, Rehman Abdul                 ,99
555, Rakibul Hasan                ,99
556, MJ Ross                      ,99
557, Fida Hussain                 ,99
558, GRD Munasinghe               ,99
559, Baljit Singh                 ,99
560, Manpreet Singh               ,99
561, S Arachchige                 ,99
562, SPD Smith                    ,14
563, PBB Rajapaksa                ,4
564, BOP Fernando                 ,4
565, PWH de Silva                 ,4
566, GSNFG Jayasuriya             ,4
567, Iftikhar Ahmed               ,80
568, Mohammad Irfan               ,80
569, Khushdil Shah                ,80
570, Muhammad Musa                ,80
571, SA Abbott                    ,14
572, F Baleri                     ,89
573, R Bakum                      ,89
574, S Ateak                      ,89
575, SL Perera                    ,89
576, DNA Ankrah                   ,89
577, JH Mensah                    ,89
578, IKO Aboagye                  ,89
579, M Aboagye                    ,89
580, DK Anefie                    ,89
581, KS Bagabena                  ,89
582, V Ateak                      ,89
583, SJ Baard                     ,61
584, N Davin                      ,61
585, C Viljoen                    ,61
586, MG Erasmus                   ,61
587, ZE Green                     ,61
588, JJ Smit                      ,61
589, JN Frylinck                  ,61
590, K Birkenstock                ,61
591, Z Groenewald                 ,61
592, BM Scholtz                   ,61
593, T Lungameni                  ,61
594, Z Arinaitwe                  ,43
595, HB Kayondo                   ,43
596, RG Mukasa                    ,43
597, A Otwani                     ,43
598, DM Nakrani                   ,43
599, Riazat Ali Shah              ,43
600, D Muhumuza                   ,43
601, E Isaneez                    ,43
602, F Nsubuga                    ,43
603, H Ssenyondo                  ,43
604, C Waiswa                     ,43
605, T Perera                     ,7
606, K Modise                     ,7
607, K Mothlhanka                 ,7
608, I Master                     ,7
609, V Balakrishnan               ,7
610, R Nehonde                    ,7
611, JWN Moses                    ,7
612, A Rangaswamy                 ,7
613, N Master                     ,7
614, T Tshose                     ,7
615, M Mooketsi                   ,7
616, DM Gondaria                  ,59
617, AA Obanda                    ,59
618, IA Karim                     ,59
619, CO Obuya                     ,59
620, RR Patel                     ,59
621, SO Ngoche                    ,59
622, LN Oluoch                    ,59
623, NM Odhiambo                  ,59
624, E Otieno                     ,59
625, P Kerai                      ,59
626, E Ochieng                    ,59
627, JK Vifah                     ,89
628, G Bakiweyem                  ,89
629, Ovais Yousof                 ,21
630, AJ Ayannaike                 ,21
631, I Danladi                    ,21
632, AM Oyede                     ,21
633, IO Okpe                      ,21
634, AA Onikoyi                   ,21
635, CN Onwuzulike                ,21
636, VD Adewoye                   ,21
637, SA Okpe                      ,21
638, CM Akachukwu                 ,21
639, Mohameed Taiwo               ,21
640, D Maisuria                   ,7
641, F Achelam                    ,43
642, R Olipa                      ,43
643, B Masaba                     ,43
644, Z Abbasi                     ,7
645, T Phaswana                   ,7
646, SR Bhudia                    ,59
647, AS Wright                    ,76
648, MWR Stokes                   ,76
649, J Butler                     ,76
650, DR Hooper                    ,76
651, LJ Barker                    ,76
652, LB Ferbrache                 ,76
653, TCR Kimber                   ,76
654, LC Le Tissier                ,76
655, ACF Stokes                   ,76
656, TCW Veillard                 ,76
657, W Peatfield                  ,76
658, CAJ Meschede                 ,53
659, V Ganesan                    ,53
660, H Singh                      ,53
661, ND Laegsgaard                ,85
662, HAM Shah                     ,85
663, T Bharaj                     ,85
664, Delawar Khan                 ,85
665, Anique Uddin                 ,85
666, Rizwan Mahmood               ,85
667, OD Hald                      ,85
668, Zishan Shah                  ,85
669, Abdul Hashim                 ,85
670, J Jojo                       ,85
671, SA Ahmad                     ,85
672, Raza Iqbal                   ,70
673, E Ul Haq                     ,70
674, Walid Ghauri                 ,70
675, Ansar Iqbal                  ,70
676, Tafseer Ali                  ,70
677, Hayatullah Niazi             ,70
678, Khizer Ahmed                 ,70
679, Abdullah Sheikh              ,70
680, S Waqas Ahmed                ,70
681, Junaid Sheikh                ,70
682, P Bhart                      ,70
683, NJ Ferraby                   ,100
684, C Bisson                     ,100
685, BDH Stevens                  ,100
686, JW Jenner                    ,100
687, DG Blampied                  ,100
688, AW Hawkins-Kay               ,100
689, B Ward                       ,100
690, JE Dunford                   ,100
691, CW Perchard                  ,100
692, EJB Miles                    ,100
693, WJR Robertson                ,100
694, Bashir Shah                  ,85
695, Anam Mollik                  ,99
696, Charanjeet Singh             ,99
697, J Sumerauer                  ,100
698, OE Newey                     ,76
699, JL Martel                    ,76
700, Pratik Agnihotri             ,70
701, Nazakat Ali                  ,70
702, MJ Richardson                ,53
703, Javed Maroofkhail            ,70
704, Jaspreet Singh               ,99
705, A Bulow                      ,85
706, A Sarma                      ,53
707, T Bavuma                     ,10
708, BC Fortuin                   ,10
709, MS Wade                      ,14
710, PJ van Biljon                ,10
711, A Nortje                     ,10
712, DF Jacobs                    ,40
713, Anowarul Islam               ,40
714, HJ Jordaan                   ,40
715, N Pathan                     ,40
716, Z Hoque                      ,40
717, K Suttisan                   ,40
718, C Pengkumta                  ,40
719, Md Shafiqul Haque            ,40
720, M Faheem                     ,40
721, Vichanath Singh              ,40
722, K Senamontree                ,40
723, Virandeep Singh              ,63
724, Anwar Arudin                 ,63
725, Shafiq Sharif                ,63
726, Ahmed Faiz                   ,63
727, M Syahadat Ramli             ,63
728, Syed Aziz                    ,63
729, Aminuddin Ramly              ,63
730, Fitri Sham                   ,63
731, NCK Liyanage                 ,63
732, S Muniandy                   ,63
733, Nazril Rahman                ,63
734, NA Janes                     ,40
735, S Hongsi                     ,40
736, Umar Adam                    ,71
737, Ahmed Hassan                 ,71
738, Shafraz Jaleel               ,71
739, Mohamed Rishwan              ,71
740, MNR Cooray                   ,71
741, Mohamed Mahfooz              ,71
742, Hassan Rasheed               ,71
743, Ibrahim Hassan               ,71
744, WJ Malinda                   ,71
745, CA Liyanage                  ,71
746, S Saeed                      ,71
747, P Syafiq Ali                 ,63
748, Anwar Rahman                 ,63
749, Ameel Mauroof                ,71
750, Navdeep Saini                ,47
751, S Dube                       ,47
752, Mohammad Naim                ,66
753, Aminul Islam                 ,66
754, Al-Amin Hossain              ,66
755, BA King                      ,28
756, HR Walsh                     ,28
757, SM Curran                    ,64
758, L Gregory                    ,64
759, PR Brown                     ,64
760, S Mahmood                    ,64
761, T Banton                     ,64
762, MW Parkinson                 ,64
763, HK Bennett                   ,24
764, SV Samson                    ,47
765, BD Glover                    ,62
766, RD Chahar                    ,47
767, Omar Hayat                   ,85
768, Simranjit Singh              ,99
769, R Rohan                      ,90
770, S Chandramohan               ,90
771, TH David                     ,90
772, Manpreet Singh               ,90
773, CR Suryawanshi               ,90
774, Janak Prakash                ,90
775, A Krishna                    ,90
776, AE Paraam                    ,90
777, V Baskaran                   ,90
778, Amjad Mahboob                ,90
779, S Vijayakumar                ,90
780, Inam-ul-Haq                  ,51
781, Faisal Javed                 ,51
782, Kamran Khan                  ,51
783, Muhammad Tanveer             ,51
784, Tamoor Sajjad                ,51
785, Nouman Sarwar                ,51
786, Mohammad Rizlan              ,51
787, Zaheer Ibrahim               ,51
788, Mohammed Awais               ,51
789, Iqbal Hussain                ,51
790, Mohammed Nadeem              ,51
791, Pavandeep Singh              ,63
792, R Sandaruwan                 ,46
793, S Varathappan                ,46
794, Adnan Idrees                 ,46
795, Muhammad Kashif              ,46
796, Usman Waheed                 ,46
797, Shiraz Khan                  ,46
798, Bilal Tahir                  ,46
799, MNM Aslam                    ,46
800, Mohammad Ahsan               ,46
801, Ilyas Ahmed                  ,46
802, Nawaf Ahmed                  ,46
803, Meet Bhavsar                 ,46
804, Jandu Hamoud                 ,46
805, Qalandar Khan                ,51
806, Musawar Shah                 ,51
807, Gayan Munaweera              ,51
808, TS Braat                     ,62
809, PRP Boissevain               ,62
810, VJ Kingma                    ,62
811, Waheed Ahmed                 ,19
812, AJ Staal                     ,62
813, Zawar Farid                  ,19
814, DDP D'Silva                  ,19
815, Qadeer Ahmed                 ,19
816, LD Madushanka                ,4
817, HD Rutherford                ,24
818, TD Astle                     ,24
819, T Munyonga                   ,82
820, Taijul Islam                 ,66
821, Nazmul Hossain Shanto        ,66
822, RW Chakabva                  ,82
823, A Ndlovu                     ,82
824, O Bascome                    ,52
825, KS Leverock                  ,52
826, TS Fray                      ,52
827, DMW Rawlins                  ,52
828, AC Douglas                   ,52
829, OGL Bascome                  ,52
830, MO Jones                     ,52
831, DAP Darrell                  ,52
832, JE Pitcher                   ,52
833, GH O'Brien                   ,52
834, RJ Trott                     ,52
835, TP Allen                     ,17
836, NK Patel                     ,17
837, CJ Gannon                    ,17
838, RA Thomas                    ,48
839, NS Dhaliwal                  ,48
840, NR Kumar                     ,48
841, Ravinderpal Singh            ,48
842, Rizwan Cheema                ,48
843, Hamza Tariq                  ,48
844, D Heyliger                   ,48
845, N Dutta                      ,48
846, Saad Bin Zafar               ,48
847, Junaid Siddiqui              ,48
848, GDR Eranga                   ,48
849, C Hauptfleisch               ,55
850, D Cato                       ,55
851, YSD Seneveratne              ,55
852, OR Willis                    ,55
853, GM Strydom                   ,55
854, P Manning                    ,55
855, AF Ifill                     ,55
856, T Taylor                     ,55
857, C Wright                     ,55
858, KR Ebanks                    ,55
859, A Morris                     ,55
860, DL Brangman                  ,52
861, Abraash Khan                 ,48
862, A Gavde                      ,55
863, LHB Harrington-Myers         ,55
864, K Gore                       ,17
865, Z McLaughlin                 ,55
866, S Sohal                      ,17
867, S Smith                      ,52
868, H Thaker                     ,48
869, MR Montfort                  ,48
870, DC Stovell                   ,52
871, M Simmons                    ,52
872, CG Williams                  ,61
873, B Shikongo                   ,61
874, HN Ya France                 ,61
875, H Pragji                     ,7
876, Ameer Saiyed                 ,7
877, V Mbazo                      ,7
878, P Silas                      ,7
879, D Kegasitswe                 ,7
880, B Khumalo                    ,7
881, JP Kotze                     ,61
882, L Louwrens                   ,61
883, CN Ackermann                 ,62
884, HT Tector                    ,11
885, Suraj Kumar                  ,42
886, Ahsan Abbasi                 ,54
887, KD Shah                      ,54
888, A Bhagwat                    ,54
889, Raag Kapur                   ,54
890, K Christie                   ,54
891, Nasrulla Rana                ,54
892, Mohammad Ghazanfar           ,54
893, SS McKechnie                 ,54
894, Haroon Arshad                ,54
895, I Pandey                     ,34
896, S Bhari                      ,34
897, JR Hazlewood                 ,14
898, Haris Rauf                   ,80
899, Haider Ali                   ,80
900, M Bhanuka                    ,4
901, Aritra Dutta                 ,90
902, NMS Param                    ,90
903, Sidhant Singh                ,90
904, OJ Hairs                     ,49
905, TB Sole                      ,49
906, Simandeep Singh              ,54
907, DC Delany                    ,11
908, JS Kundi                     ,59
909, Junaid Siddique              ,19
910, JJ Tucker                    ,52
911, R Hekure                     ,9
912, H Carlyon                    ,100
913, NA Greenwood                 ,100
914, D Ajekun                     ,21
915, JO Adedeji                   ,21
916, Sulaimon Runsewe             ,21
917, D Gim                        ,21
918, AS Abioye                    ,21
919, NR Kirton                    ,48
920, JOA Gordon                   ,48
921, RN Patel                     ,59
922, AAhan Achar                  ,90
923, R Gaznavi                    ,90
924, AR Gandhi                    ,59
925, OO Bascome                   ,52
926, Avi Dixit                    ,90
927, SA Wijeratne                 ,48
928, U Aryaman Sunil              ,90
929, EB Ringera                   ,59
930, Gershon Yusuf                ,21
931, C Floyd                      ,62
932, Vikramjit Singh              ,62
933, Tariq Aziz                   ,38
934, Arslan Ahmed                 ,38
935, Zohaib Sarwar                ,38
936, Aamer Ikram                  ,38
937, Mian Mehmood                 ,38
938, P Buccimazza                 ,38
939, Najjam Shahzad               ,38
940, F Stoman                     ,38
941, Imran Khan                   ,38
942, Fakhrul Mohon                ,38
943, Ali Naqi                     ,38
944, Farzan Afzal                 ,86
945, PD Hennessy                  ,86
946, Yasir Ali                    ,86
947, R Panchal                    ,86
948, Kuldeep Lal                  ,86
949, Atif Mehmood                 ,86
950, C Munoz-Mills                ,86
951, Awais Ahmed                  ,86
952, Raja Adeel                   ,86
953, Mukhtiar Singh               ,86
954, TC Vine                      ,86
